_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
086.3469905078648	+09.0059466998176	086.34700630013	0.1786	+09.00591488997	0.1618	3336089184012219520	0.4042	0.2015	3.623	0.376	-7.388	0.309	0	8.2001e+02	1.9736e+00	18.4038	0.0026	2.8488e+02	8.5745e+00	19.2147	0.0327	8.0536e+02	1.2210e+01	17.4969	0.0165	1.7178							
086.3489767233511	+09.0023088965319	086.34897788428	0.0923	+09.00229395945	0.0846	3336089119589711616	0.1846	0.1092	0.266	0.199	-3.469	0.182	0	2.5851e+03	2.8212e+00	17.1572	0.0012	1.0440e+03	1.0789e+01	17.8046	0.0112	2.2761e+03	8.9334e+00	16.3690	0.0043	1.4356							
086.3476737515814	+09.0220463002511	086.34768690959	0.0415	+09.02205594424	0.0384	3336089222668924544	0.4913	0.0487	3.018	0.084	2.240	0.069	0	1.1799e+04	8.0741e+00	15.5088	0.0007	5.2711e+03	1.9014e+01	16.0466	0.0039	9.6145e+03	1.9000e+01	14.8046	0.0021	1.2420			4903.98			2.04	2.179
086.3612761224136	+08.9971833164974	086.36128251542	0.2596	+08.99717900473	0.2377	3336089115292739072	-0.3336	0.3000	1.467	0.598	-1.001	0.564	0	4.8848e+02	1.6349e+00	18.9663	0.0036	2.0379e+02	1.1208e+01	19.5784	0.0597	4.6490e+02	7.0634e+00	18.0935	0.0165	1.4849							
086.3565250479647	+09.0029924024443	086.35653186920	0.2651	+09.00298787898	0.2546	3336089115292740992	0.2383	0.3656	1.565	0.516	-1.051	0.432	0	6.6063e+02	2.0669e+00	18.6385	0.0034	2.3183e+02	1.1257e+01	19.4385	0.0527	6.4826e+02	1.0557e+01	17.7326	0.0177	1.7059							
086.3685229934539	+09.0034784008753	086.36851027565	0.3981	+09.00345505053	0.3650	3336089149652479488	1.3185	0.4679	-2.917	1.000	-5.423	1.013	0	2.7985e+02	1.4379e+00	19.5711	0.0056	6.8096e+01	7.2068e+00	20.7686	0.1149	3.7265e+02	1.1567e+01	18.3337	0.0337	2.4349							
086.3633992874601	+08.9994481619877	086.36339928746	10.5441	+08.99944816199	9.5735	3336089153948363904							0	8.8049e+01	1.2566e+00	20.8266	0.0155	3.1127e+01	9.3715e+00	21.6186	0.3269	1.3071e+02	1.2485e+01	19.4711	0.1037	2.1474							
086.3605234010587	+09.0076539831327	086.36052340106	1.7610	+09.00765398313	1.5102	3336089153948362624							0	9.3717e+01	1.3581e+00	20.7588	0.0157	8.8548e+01	2.2408e+01	20.4834	0.2748	1.5015e+02	1.5033e+01	19.3206	0.1087	1.1628							
086.3679418450244	+09.0058341715608	086.36795128915	0.2511	+09.00582471424	0.2312	3336089149652481024	0.5675	0.2953	2.166	0.578	-2.197	0.550	0	5.0179e+02	1.9347e+00	18.9371	0.0042	1.6641e+02	9.6188e+00	19.7984	0.0628	5.0413e+02	8.7727e+00	18.0056	0.0189	1.7929							
086.3641523975734	+09.0030054283367	086.36416060021	0.1096	+09.00299721500	0.0937	3336089153949448704	0.6834	0.1107	1.882	0.236	-1.908	0.205	0	2.9354e+03	3.6483e+00	17.0192	0.0013	1.1075e+03	1.1503e+01	17.7406	0.0113	2.7664e+03	1.9473e+01	16.1571	0.0076	1.5834			4372.33				
086.3993155709034	+09.0227003145499	086.39932058980	0.2933	+09.02270033683	0.2636	3336089355810919040	1.0938	0.3503	1.151	0.749	0.005	0.700	0	4.7463e+02	1.7954e+00	18.9975	0.0041	1.6889e+02	2.4821e+00	19.7824	0.0160	5.3627e+02	1.2234e+01	17.9385	0.0248	1.8439							
086.3915379323660	+09.0132025630593	086.39153686588	0.4123	+09.01319598081	0.3770	3336089355810914688	0.3360	0.4898	-0.245	1.034	-1.529	1.094	0	2.7936e+02	1.7329e+00	19.5730	0.0067	1.1075e+02	6.1712e+00	20.2405	0.0605	2.9005e+02	7.6065e+00	18.6057	0.0285	1.6348							
086.3921075249153	+08.9942184683005	086.39210752492	1.3967	+08.99421846830	1.2705	3336089257027573504							0	7.5911e+01	1.3654e+00	20.9876	0.0195																
086.3804895747710	+09.0039596651520	086.38049976358	0.2319	+09.00397886229	0.2108	3336089321451171840	0.5356	0.2628	2.337	0.510	4.459	0.399	0	6.6446e+02	2.1587e+00	18.6322	0.0035	2.3281e+02	1.0493e+01	19.4339	0.0489	6.9908e+02	1.2473e+01	17.6506	0.0194	1.7833							
086.4039427179414	+09.0166639171453	086.40397230699	0.8836	+09.01666035792	0.7756	3336089360106777856	2.4071	1.1328	6.787	2.587	-0.827	2.263	0	1.1132e+02	1.3475e+00	20.5719	0.0131	5.4108e+01	1.3017e+01	21.0182	0.2612	1.7176e+02	7.2183e+00	19.1746	0.0456	1.8436							
086.3969043507255	+09.0107772135059	086.39691156908	0.3826	+09.01076581446	0.3450	3336089355810913792	0.7310	0.4391	1.656	0.958	-2.648	0.895	0	3.4205e+02	1.5868e+00	19.3531	0.0050	9.0810e+01	1.1646e+01	20.4561	0.1392	4.2962e+02	9.0265e+00	18.1792	0.0228	2.2769							
086.3922367833961	+09.0111897276064	086.39223198626	0.2477	+09.01118917529	0.2264	3336089321451175680	0.0647	0.2891	-1.100	0.544	-0.128	0.493	0	6.1763e+02	2.1425e+00	18.7116	0.0038	2.6504e+02	1.7162e+01	19.2931	0.0703	6.9025e+02	1.8258e+01	17.6644	0.0287	1.6287							
086.3877586103640	+09.0108147712968	086.38776505720	0.0950	+09.01079479881	0.0874	3336089321451175808	0.6561	0.1207	1.479	0.237	-4.639	0.244	0	2.3222e+03	2.9148e+00	17.2736	0.0014	8.1699e+02	1.0844e+01	18.0708	0.0144	2.2643e+03	1.1154e+01	16.3746	0.0053	1.6962							
086.3791457714579	+09.0079716602195	086.37914954647	0.1951	+09.00797473538	0.1769	3336089321451174016	0.1378	0.2258	0.866	0.421	0.714	0.361	0	7.1107e+02	1.9602e+00	18.5586	0.0030	2.3362e+02	6.7869e+00	19.4301	0.0315	7.2399e+02	6.7392e+00	17.6126	0.0101	1.8175							
086.3826134332281	+09.0081649222932	086.38261204458	0.2046	+09.00816151442	0.1876	3336089321451174272	-0.0308	0.2383	-0.319	0.435	-0.792	0.377	0	7.5016e+02	1.9463e+00	18.5005	0.0028	2.3242e+02	7.4481e+00	19.4357	0.0348	8.2299e+02	1.0388e+01	17.4734	0.0137	1.9623							
086.3837916108142	+09.0008047625218	086.38379161081	36.1990	+09.00080476252	32.8648	3336089325747050880							0	7.9673e+01	1.4957e+00	20.9351	0.0204	4.9731e+01	7.7871e+00	21.1098	0.1700	9.1077e+01	5.6700e+00	19.8634	0.0676	1.2464							
086.3970660837388	+09.0186998081423	086.39706245348	0.4504	+09.01869247695	0.4129	3336089360105478400	0.1733	0.5220	-0.833	1.120	-1.703	1.138	0	3.0295e+02	1.4431e+00	19.4849	0.0052	1.3733e+02	1.1192e+01	20.0070	0.0885	3.4374e+02	1.0625e+01	18.4213	0.0336	1.5857							
086.3964487290662	+08.9987989119627	086.39644872907	1.5999	+08.99879891196	1.2856	3336089257027571456							0	8.3456e+01	1.3459e+00	20.8847	0.0175	2.6908e+01	1.1029e+01	21.7767	0.4450	1.1170e+02	1.1739e+01	19.6418	0.1141	2.1349							
086.4008945426747	+08.9984656138964	086.40090837910	0.5936	+08.99845043449	0.5357	3336089252731693056	0.1324	0.7288	3.174	1.543	-3.526	1.565	0	1.7481e+02	1.2258e+00	20.0819	0.0076	1.0130e+02	2.7488e+01	20.3374	0.2946	1.8496e+02	3.3708e+00	19.0942	0.0198	1.2431							
086.3926035775455	+09.0111663738601	086.39260357755	1.1176	+09.01116637386	1.0053	3336089325745742464							0	1.1750e+02	1.5559e+00	20.5133	0.0144																
086.3959742103843	+08.9953754516504	086.39597443893	0.3511	+08.99536237325	0.3204	3336089252731691392	0.4634	0.4153	0.052	0.895	-3.038	0.905	0	3.3025e+02	1.6340e+00	19.3913	0.0054	1.1470e+02	1.0617e+01	20.2025	0.1005	3.5334e+02	7.7280e+00	18.3914	0.0237	1.8111							
086.4005565132091	+09.0127558949757	086.40055914551	0.4904	+09.01275590867	0.4417	3336089360107873536	-0.0233	0.5355	0.604	1.090	0.003	0.852	0	2.4927e+02	1.5166e+00	19.6967	0.0066	8.8098e+01	8.5923e+00	20.4890	0.1059	2.7568e+02	9.3048e+00	18.6609	0.0366	1.8281							
086.3983569914275	+09.0196276510504	086.39836365842	0.0458	+09.01962699691	0.0429	3336089360107872768	0.4480	0.0559	1.529	0.095	-0.152	0.085	0	9.4643e+03	7.3864e+00	15.7481	0.0008	3.9632e+03	1.7139e+01	16.3563	0.0047	8.1023e+03	1.3419e+01	14.9904	0.0018	1.3659			4898.29			2.01	2.105
086.3963210482908	+09.0198144085521	086.39632916286	0.0758	+09.01980493788	0.0708	3336089360107873152	0.9157	0.0897	1.861	0.164	-2.200	0.131	0	5.2444e+03	4.7878e+00	16.3891	0.0010	1.8848e+03	1.6222e+01	17.1633	0.0093	4.9974e+03	1.6057e+01	15.5151	0.0035	1.6482			4257.00			1.09	0.354
086.4222730240510	+09.0205269221791	086.42226956197	0.0897	+09.02051950135	0.0845	3336089390170656768	0.5837	0.1169	-0.794	0.214	-1.724	0.224	0	2.2472e+03	3.2054e+00	17.3093	0.0015	8.5493e+02	8.7513e+00	18.0216	0.0111	2.6625e+03	5.0978e+01	16.1987	0.0208	1.8229							
086.4308517999692	+09.0303329989216	086.43084834739	0.3401	+09.03032573213	0.3154	3336089424530398720	0.1104	0.4145	-0.792	0.714	-1.688	0.643	0	3.7414e+02	1.5965e+00	19.2558	0.0046	1.5199e+02	8.7771e+00	19.8969	0.0627	4.2201e+02	1.2127e+01	18.1986	0.0312	1.6983							
086.4220393007654	+09.0314140938450	086.42204776409	0.4939	+09.03140628396	0.4653	3336089493249875840	2.8113	0.6096	1.941	1.126	-1.814	0.944	0	1.7463e+02	1.2633e+00	20.0831	0.0079	5.8451e+01	1.1941e+01	20.9344	0.2218	3.0218e+02	1.0621e+01	18.5613	0.0382	2.3731							
086.4373183604469	+09.0267895320911	086.43731697664	0.3153	+09.02677004604	0.2983	3336089424530397312	0.6526	0.3788	-0.317	0.684	-4.526	0.615	1	3.9721e+02	1.5602e+00	19.1908	0.0043	1.2557e+02	1.2547e+01	20.1042	0.1085	4.2492e+02	1.3987e+01	18.1911	0.0357	1.9131							
086.4213352819761	+09.0127984566003	086.42135214824	0.5011	+09.01274099895	0.5061	3336089390170652800	-2.8585	0.6934	3.869	0.980	-13.345	0.853	1	8.2169e+02	8.7629e+00	18.4016	0.0116	2.6191e+02	1.5075e+01	19.3060	0.0625	1.2679e+03	6.7652e+00	17.0042	0.0058	2.3018							
086.4208789133677	+09.0330453621621	086.42088834761	0.6726	+09.03303978010	0.6027	3336089493249876864	0.5245	0.8841	2.164	1.819	-1.296	1.681	0	1.6902e+02	1.0917e+00	20.1185	0.0070	6.2150e+01	7.6110e+00	20.8678	0.1330	2.3189e+02	7.5302e+00	18.8487	0.0353	2.0191							
086.4397436652605	+09.0271247601299	086.43974387373	0.4048	+09.02710273257	0.3803	3336089428824942208	1.1795	0.4906	0.048	0.914	-5.116	0.813	0	2.3568e+02	1.2547e+00	19.7575	0.0058	5.1744e+01	1.0147e+01	21.0667	0.2129	3.2665e+02	2.0110e+01	18.4767	0.0668	2.5900							
086.4143956237588	+09.0335910128621	086.41439667826	0.7753	+09.03359767140	0.6394	3336089497545724288	0.8562	1.1797	0.242	2.511	1.546	2.516	0	1.2211e+02	1.5096e+00	20.4715	0.0134	4.4714e+01	8.5749e+00	21.2253	0.2082	2.0953e+02	8.6930e+00	18.9588	0.0450	2.2664							
086.4088337787641	+09.0267581252945	086.40883386088	0.8396	+09.02674884847	0.7947	3336089463185989504	2.7005	1.0477	0.019	2.239	-2.155	2.191	0	1.1233e+02	1.1032e+00	20.5621	0.0107	5.6396e+01	1.6165e+01	20.9733	0.3112	1.4132e+02	9.9889e+00	19.3864	0.0767	1.5869							
086.4160051471577	+09.0371243796654	086.41600514716	12.0789	+09.03712437967	11.6367	3336089497545722496							0	9.0013e+01	1.4236e+00	20.8026	0.0172	3.6893e+01	9.0259e+00	21.4340	0.2656	1.3362e+02	9.1583e+00	19.4473	0.0744	1.9868							
086.4219127839348	+09.0206884780018	086.42191278393	0.6386	+09.02068847800	0.6001	3336089394467609216							0	5.0202e+02	2.9057e+00	18.9366	0.0063																
086.4162500022574	+09.0352290329293	086.41624990763	1.0608	+09.03518688581	0.9845	3336089497545722752	-0.6672	1.3523	-0.022	2.985	-9.789	2.609	0	8.7145e+01	1.0595e+00	20.8378	0.0132	3.4651e+01	9.9704e+00	21.5021	0.3124	1.6664e+02	6.8941e+00	19.2074	0.0449	2.2946							
086.3681508870489	+09.0398629371270	086.36815386329	0.1562	+09.03987211792	0.1436	3336089630688832896	0.7722	0.1887	0.683	0.363	2.132	0.366	0	2.1679e+03	7.9939e+00	17.3483	0.0040	8.0100e+02	3.5221e+01	18.0923	0.0477	2.1446e+03	1.2002e+01	16.4335	0.0061	1.6588							
086.3570927185181	+09.0254307229267	086.35708040933	0.2901	+09.02541494462	0.2673	3336089596329088640	1.4215	0.3311	-2.824	0.719	-3.665	0.726	0	4.3830e+02	1.8985e+00	19.0839	0.0047	1.2818e+02	9.0686e+00	20.0818	0.0768	5.2656e+02	1.3426e+01	17.9583	0.0277	2.1235							
086.3557724568337	+09.0262963409875	086.35577722407	0.3182	+09.02629001308	0.2926	3336089596329088768	-0.2859	0.3711	1.094	0.799	-1.470	0.810	0	3.7904e+02	1.4520e+00	19.2417	0.0042	1.4039e+02	9.1209e+00	19.9831	0.0705	3.9736e+02	7.4903e+00	18.2640	0.0205	1.7191							
086.3853665662288	+09.0209754487931	086.38537300949	0.2702	+09.02096825449	0.2472	3336089561969348736	1.0246	0.3256	1.478	0.673	-1.671	0.680	0	5.0298e+02	1.7930e+00	18.9345	0.0039	1.7651e+02	3.4974e+00	19.7345	0.0215	5.2195e+02	1.0253e+01	17.9678	0.0213	1.7666							
086.3611702819641	+09.0222084509159	086.36117375059	0.1383	+09.02219552365	0.1301	3336089596329087360	1.0085	0.1564	0.796	0.290	-3.002	0.262	0	1.5746e+03	3.0623e+00	17.6954	0.0021	4.6737e+02	1.1188e+01	18.6772	0.0260	1.7055e+03	1.1730e+01	16.6823	0.0075	1.9950							
086.3726548293852	+09.0149592336501	086.37265425327	0.0583	+09.01495234169	0.0584	3336089527609607680	0.5054	0.0826	-0.132	0.115	-1.601	0.094	0	1.1426e+04	1.1640e+01	15.5436	0.0011	3.5839e+03	2.2971e+01	16.4655	0.0070	1.1798e+04	2.8731e+01	14.5824	0.0026	1.8831			3854.00				
086.3770621881635	+09.0187611035697	086.37705860603	0.0775	+09.01875832260	0.0869	3336089527609609856	0.1680	0.1236	-0.822	0.155	-0.646	0.138	0	4.5974e+03	4.5630e+00	16.5321	0.0011	1.4235e+03	6.3930e+00	17.4680	0.0049	4.7806e+03	1.4940e+01	15.5632	0.0034	1.9048			3855.05	1.5820	0.7738		
086.3765310666891	+09.0208459706562	086.37653774754	0.1420	+09.02084855451	0.1383	3336089527609609984	-0.0419	0.1897	1.532	0.285	0.600	0.257	0	1.3281e+03	2.5995e+00	17.8803	0.0021	4.9660e+02	9.9039e+00	18.6114	0.0217	1.2409e+03	1.2969e+01	17.0276	0.0113	1.5838							
086.3575987444714	+09.0253396788957	086.35759874447	1.6439	+09.02533967890	1.3473	3336089600624957440							0	9.2139e+01	1.2336e+00	20.7773	0.0145																
086.3856175961552	+09.0316440765392	086.38563128048	0.6891	+09.03164391783	0.6205	3336089566263907200	-0.4868	1.0813	3.139	1.752	-0.037	1.946	0	1.5358e+02	1.3303e+00	20.2225	0.0094	5.3139e+01	8.1399e+00	21.0379	0.1663	2.0020e+02	1.2997e+01	19.0082	0.0705	2.0296							
086.3787295131669	+09.0220721079585	086.37874242220	0.4186	+09.02207023683	0.3852	3336089531904172800	0.0978	0.5757	2.961	0.943	-0.435	1.060	0	3.1173e+02	1.6761e+00	19.4539	0.0058	1.1271e+02	5.6980e+00	20.2215	0.0549	3.8090e+02	2.2412e+01	18.3099	0.0639	1.9116							
086.3805635785498	+09.0321004033960	086.38056357855	2.2097	+09.03210040340	1.9745	3336089566266552320							0	1.0014e+02	1.7797e+00	20.6869	0.0193	3.2869e+01	1.6342e+01	21.5594	0.5398	2.6031e+02	6.6037e+00	18.7232	0.0275	2.8362							
086.3712214339123	+09.0386021014698	086.37121690234	1.0475	+09.03859425366	0.9679	3336089634984687744	0.3558	1.2086	-1.039	2.678	-1.823	2.722	0	9.5449e+01	1.1409e+00	20.7389	0.0130	9.5561e+01	4.0467e+00	20.4007	0.0460	1.3906e+02	2.3582e+01	19.4039	0.1841	0.9968							
086.3687146517116	+09.0350572511470	086.36874429321	0.0472	+09.03502340179	0.0429	3336089634985781120	0.8139	0.0555	6.799	0.096	-7.862	0.085	0	9.5544e+03	8.6320e+00	15.7379	0.0010	3.5462e+03	1.2124e+01	16.4770	0.0037	8.9140e+03	1.8826e+01	14.8867	0.0023	1.5903			4332.00	2.2075	1.1065	1.58	0.787
086.3837637979261	+09.0313577303747	086.38376622919	0.0646	+09.03139112432	0.0603	3336089566266303232	0.9610	0.0797	0.558	0.134	7.756	0.120	0	4.7239e+03	4.0317e+00	16.5026	0.0009	1.4800e+03	1.3535e+01	17.4257	0.0099	4.8973e+03	1.4066e+01	15.5370	0.0031	1.8887			3883.29			1.33	0.364
086.3702564336394	+09.0291984872221	086.37025454779	0.0919	+09.02920498651	0.0846	3336089600626043392	0.3104	0.1075	-0.433	0.186	1.510	0.161	0	7.2218e+05	2.8127e+03	11.0417	0.0042	7.2693e+04	1.6303e+03	13.1977	0.0243	1.0477e+06	8.2157e+03	9.7113	0.0085	3.4863	26.19	0.17	3306.00	0.3530	0.2370		
086.4096408744350	+09.0511138214387	086.40953732529	0.0424	+09.05115478491	0.0447	3336089703705252096	4.1972	0.0626	-23.751	0.086	9.514	0.080	0	1.3659e+04	1.0202e+01	15.3498	0.0008	4.0458e+03	1.3468e+01	16.3339	0.0036	1.4421e+04	2.0425e+01	14.3644	0.0015	1.9695			3728.00	0.4570	0.2347	0.59	0.061
086.3994915108763	+09.0296598256571	086.39949324111	0.4904	+09.02965522688	0.4443	3336089665048566784	-0.0857	0.7186	0.397	1.188	-1.068	1.319	0	2.3375e+02	1.2216e+00	19.7665	0.0057	8.8846e+01	7.9004e+00	20.4798	0.0965	2.6174e+02	6.4629e+00	18.7173	0.0268	1.7625							
086.4090736798729	+09.0379839039890	086.40907353715	0.4031	+09.03795595286	0.3829	3336089699408308736	2.8867	0.4979	-0.033	0.821	-6.492	0.730	1	9.4643e+02	1.1574e+01	18.2481	0.0133	2.5527e+02	7.1004e+00	19.3339	0.0302	1.3680e+03	7.6685e+00	16.9217	0.0061	2.4122							
086.4095869382583	+09.0501567839661	086.40948486007	0.1391	+09.05019039104	0.1323	3336089699409389440	4.0235	0.1747	-23.413	0.293	7.806	0.260	0	1.3092e+03	2.3290e+00	17.8959	0.0019	2.7093e+02	1.4811e+01	19.2693	0.0594	1.8219e+03	1.6087e+01	16.6106	0.0096	2.6586							
086.4101430991975	+09.0497285401184	086.41014415654	0.4437	+09.04972997627	0.4137	3336089703702849792	-0.3488	0.5756	0.243	1.122	0.334	1.167	0	2.4771e+02	1.3553e+00	19.7035	0.0059	9.5141e+01	1.0568e+01	20.4055	0.1206	3.6348e+02	6.1142e+00	18.3607	0.0183	2.0448							
086.3990487554047	+09.0523737590951	086.39905152735	0.2998	+09.05236326589	0.2782	3336089772424729472	-0.0605	0.4001	0.636	0.726	-2.437	0.786	0	4.1894e+02	1.4668e+00	19.1330	0.0038	1.3508e+02	6.5212e+00	20.0249	0.0524	5.1055e+02	9.1977e+00	17.9918	0.0196	2.0331							
086.3927355409740	+09.0503289383406	086.39274158896	0.1164	+09.05030802277	0.1095	3336089772424730624	0.6581	0.1518	1.387	0.277	-4.858	0.290	0	1.6619e+03	2.5848e+00	17.6369	0.0017	3.8514e+02	9.5102e+00	18.8873	0.0268	2.0613e+03	9.3844e+00	16.4766	0.0049	2.4108							
086.3803673600033	+09.0503044610766	086.38036736000	1.1564	+09.05030446108	1.0240	3336089738063897088							0	1.0261e+02	1.2701e+00	20.6604	0.0134																
086.3074899953297	+09.0197985412011	086.30747626995	1.1152	+09.01980427242	0.8907	3336092108885873408	2.2150	1.5670	-3.148	3.837	1.331	3.114	0	9.0134e+01	1.3476e+00	20.8011	0.0162	1.8811e+01	7.1874e+00	22.1654	0.4148	1.2490e+02	1.3357e+01	19.5206	0.1161	2.6448							
086.3184996305940	+09.0166915259604	086.31850675830	0.1310	+09.01668457601	0.1195	3336092035870509312	0.5350	0.1544	1.635	0.284	-1.614	0.258	0	1.9241e+03	3.0712e+00	17.4778	0.0017	6.9026e+02	2.1262e+01	18.2539	0.0334	1.8003e+03	1.0125e+01	16.6236	0.0061	1.6303							
086.3091257711255	+09.0169918898625	086.30913081031	0.3485	+09.01698302207	0.3201	3336092104594614016	0.6075	0.4033	1.156	0.881	-2.060	0.892	0	3.4105e+02	1.9071e+00	19.3563	0.0061	1.0917e+02	1.4015e+01	20.2561	0.1394	2.9748e+02	1.0484e+01	18.5783	0.0383	1.6778							
086.3095376814107	+09.0259669403078	086.30953768141	1.3489	+09.02596694031	1.1298	3336092108885871872							0	8.9300e+01	1.2756e+00	20.8112	0.0155	8.3080e+01	4.8208e+01	20.5526	0.6300	1.7162e+02	4.2706e+00	19.1755	0.0270	1.3771							
086.3091778274592	+09.0158078410681	086.30917678781	0.5729	+09.01580408326	0.5148	3336092108884571648	-0.3193	0.7092	-0.238	1.556	-0.873	1.551	0	1.6066e+02	1.2768e+00	20.1736	0.0086	5.8021e+01	1.1051e+01	20.9424	0.2068	1.6916e+02	1.4617e+01	19.1912	0.0938	1.7513							
086.3203863237173	+09.0106476460278	086.32037558686	0.4810	+09.01065270415	0.4249	3336092035870506624	1.0690	0.6334	-2.463	1.574	1.175	1.571	0	2.8571e+02	1.7737e+00	19.5485	0.0067	9.4336e+01	8.9541e+00	20.4147	0.1031	3.1976e+02	5.4129e+00	18.4999	0.0184	1.9148							
086.3101400030823	+09.0064977859284	086.31013769466	0.5113	+09.00648587418	0.4654	3336092005805357696	-0.7605	0.6040	-0.530	1.316	-2.767	1.325	0	2.2944e+02	1.2253e+00	19.7867	0.0058	1.3824e+02	2.4715e+01	19.9998	0.1941	2.7105e+02	1.1675e+01	18.6793	0.0468	1.3205							
086.3280839191776	+09.0064039819437	086.32808698081	0.0946	+09.00640377560	0.0868	3336092040167474304	0.1602	0.1068	0.702	0.206	-0.048	0.186	0	2.7271e+03	4.0703e+00	17.0991	0.0016	1.0531e+03	1.4419e+01	17.7952	0.0149	2.5047e+03	1.3531e+01	16.2650	0.0059	1.5302							
086.3053685785356	+09.0167020354638	086.30539159928	0.0722	+09.01666710469	0.0656	3336092108887192832	0.9493	0.0840	5.281	0.157	-8.113	0.142	0	3.8635e+03	3.2621e+00	16.7209	0.0009	1.4621e+03	1.5541e+01	17.4389	0.0115	3.5518e+03	2.2747e+01	15.8858	0.0070	1.5532			4390.50	1.0220	0.4867	0.82	0.228
086.3082444002086	+09.0171880624457	086.30825087482	0.4436	+09.01718745205	0.4083	3336092108886952064	0.5307	0.5243	1.485	1.142	-0.142	1.156	0	2.4570e+02	1.5365e+00	19.7124	0.0068	9.8811e+01	1.8420e+01	20.3644	0.2024	3.1082e+02	1.0930e+01	18.5307	0.0382	1.8337							
086.3141845832987	+09.0050066612408	086.31420013552	0.1172	+09.00499308895	0.1067	3336092040167475968	0.5306	0.1376	3.568	0.260	-3.152	0.239	0	1.6887e+03	2.6483e+00	17.6195	0.0017	6.4128e+02	1.0296e+01	18.3338	0.0174	1.6104e+03	1.6231e+01	16.7446	0.0109	1.5891							
086.3107354821900	+09.0044876185940	086.31073470111	0.0912	+09.00448936810	0.0829	3336092005807737984	0.6885	0.1070	-0.179	0.200	0.406	0.183	0	2.4243e+03	3.6730e+00	17.2269	0.0016	9.1413e+02	1.2922e+01	17.9489	0.0153	2.2797e+03	1.8781e+01	16.3672	0.0089	1.5817							
086.3213957539427	+09.0087378321850	086.32138257702	0.9475	+09.00873110501	0.8437	3336092040166882560	-1.8736	1.2323	-3.023	3.383	-1.562	2.889	0	1.1508e+02	1.2705e+00	20.5358	0.0120	7.0663e+01	1.0464e+01	20.7284	0.1608	1.4950e+02	1.5620e+01	19.3253	0.1134	1.4031							
086.2992238227545	+09.0154854060864	086.29922313567	0.5006	+09.01553856748	0.4482	3336092074524834560	0.7735	0.6095	-0.158	1.350	12.347	1.349	0	1.9735e+02	1.6632e+00	19.9503	0.0092	8.6967e+01	1.6024e+01	20.5030	0.2000	2.8602e+02	1.3165e+01	18.6209	0.0500	1.8821							
086.3221123233242	+09.0102034990834	086.32210945963	0.3951	+09.01020460346	0.3476	3336092040167474816	0.7735	0.5129	-0.657	1.272	0.257	1.297	0	4.3698e+02	1.5064e+00	19.0872	0.0037	1.8806e+02	1.2535e+01	19.6657	0.0724	4.4035e+02	1.2278e+01	18.1524	0.0303	1.5132							
086.3355263519704	+09.0385947234005	086.33551794368	0.3669	+09.03858033757	0.3377	3336092242028588800	0.9324	0.4322	-1.929	0.727	-3.341	0.585	0	4.4416e+04	2.5832e+01	14.0695	0.0006	2.0759e+04	6.3558e+01	14.5583	0.0033	3.5119e+04	5.0652e+01	13.3981	0.0016	1.1603			5008.97				
086.3338551205616	+09.0143485826460	086.33385512056	1.3306	+09.01434858265	1.2914	3336092138949722880							0	2.4591e+02	2.5091e+00	19.7114	0.0111	6.1725e+01	9.3189e+00	20.8752	0.1639	3.5763e+02	7.8749e+00	18.3784	0.0239	2.4969							
086.3356101923308	+09.0306238884748	086.33559334720	0.4136	+09.03060602676	0.3695	3336092173309468032	1.4531	0.3849	-3.864	1.054	-4.149	1.034	0	3.6617e+02	1.7340e+00	19.2792	0.0051	1.3755e+02	1.7966e+01	20.0053	0.1418	4.8343e+02	1.2857e+01	18.0511	0.0289	1.9542							
086.3276149720607	+09.0212193678488	086.32761497206	2.2382	+09.02121936785	2.1608	3336092143245606016							0	8.4270e+01	1.3807e+00	20.8742	0.0178	8.2072e+01	2.3657e+01	20.5659	0.3130	1.0440e+02	6.0551e+00	19.7151	0.0630	0.8508							
086.3342097910696	+09.0370581926673	086.33421905028	0.0609	+09.03703331571	0.0555	3336092242028949376	0.7779	0.0694	2.124	0.126	-5.778	0.103	0	6.4834e+03	4.8813e+00	16.1589	0.0008	2.4040e+03	1.3586e+01	16.8990	0.0061	6.1158e+03	1.9942e+01	15.2958	0.0035	1.6033			4340.50	1.7470	0.8550	1.35	0.582
086.3284856073650	+09.0284036803471	086.32848387900	0.7000	+09.02840938645	0.6220	3336092211965079808	-1.4086	0.8731	-0.396	1.938	1.325	1.936	0	1.4803e+02	1.7145e+00	20.2625	0.0126	8.7825e+01	1.1142e+01	20.4923	0.1377	1.8058e+02	1.6075e+01	19.1203	0.0967	1.3721							
086.3374227776250	+09.0169158670833	086.33742277763	2.5356	+09.01691586708	2.3305	3336092143245604736							0	8.9070e+01	1.4367e+00	20.8140	0.0175	6.6838e+01	1.7556e+01	20.7888	0.2852	1.0176e+02	6.8911e+00	19.7430	0.0735	1.0459							
