_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
086.3077973005471	+09.0460254713924	086.30778320330	0.0649	+09.04603489373	0.0616	3336092486844071040	0.6262	0.0796	-3.233	0.132	2.188	0.116	0	6.4824e+03	5.3225e+00	16.1590	0.0009	2.4490e+03	1.3399e+01	16.8789	0.0059	5.9793e+03	1.3204e+01	15.3203	0.0024	1.5586			4388.00	2.0460	1.0435	1.62	0.879
086.3226534598714	+09.0521538819468	086.32270485148	0.0446	+09.05207345616	0.0409	3336092452484330112	3.1743	0.0516	11.787	0.090	-18.680	0.073	0	1.1969e+04	8.1192e+00	15.4932	0.0007	3.9111e+03	1.7648e+01	16.3706	0.0049	1.1859e+04	1.1177e+01	14.5768	0.0010	1.7939			4019.25	0.3030	0.1420	0.57	0.077
086.3111657994709	+09.0437131907447	086.31116802814	0.1216	+09.04370687482	0.1129	3336092418124594176	0.3486	0.1460	0.511	0.253	-1.467	0.230	0	1.7782e+03	2.9804e+00	17.5634	0.0018	6.9186e+02	1.6940e+01	18.2513	0.0266	1.6607e+03	1.4784e+01	16.7112	0.0097	1.5402							
086.2926554550065	+09.0425354857883	086.29266049286	0.4801	+09.04252347738	0.4300	3336092482547118720	-0.1618	0.5810	1.156	1.239	-2.789	1.157	0	2.0574e+02	1.5754e+00	19.9051	0.0083	7.8061e+01	8.8196e+00	20.6203	0.1227	2.3820e+02	9.8726e+00	18.8196	0.0450	1.8007							
086.3014549942112	+09.0509555768983	086.30145174746	0.1230	+09.05094071947	0.1140	3336092482547123584	0.6100	0.1395	-0.745	0.266	-3.451	0.243	0	1.7882e+03	3.3138e+00	17.5573	0.0020	6.2704e+02	9.7104e+00	18.3582	0.0168	1.7391e+03	9.7710e+00	16.6611	0.0061	1.6970							
086.3473787862380	+09.0357164268093	086.34737928807	0.1918	+09.03571385850	0.1730	3336092551266592768	0.0656	0.2116	0.115	0.416	-0.597	0.337	0	8.3729e+02	1.9536e+00	18.3812	0.0025	3.4382e+02	2.0717e+01	19.0106	0.0654	8.2196e+02	6.5923e+00	17.4748	0.0087	1.5358							
086.3586146620822	+09.0354455495223	086.35862040053	0.1213	+09.03544030699	0.1105	3336092551266592512	0.2766	0.1390	1.316	0.252	-1.218	0.207	0	1.6059e+03	2.6390e+00	17.6740	0.0018	5.8406e+02	1.4599e+01	18.4352	0.0271	1.5402e+03	1.2336e+01	16.7930	0.0087	1.6422							
086.3484016137823	+09.0447529072832	086.34839138166	0.8391	+09.04474188746	0.7652	3336092619986073728	-0.3876	1.0225	-2.347	2.347	-2.559	2.319	0	1.0640e+02	1.3269e+00	20.6210	0.0135	1.3361e+02	1.8998e+01	20.0368	0.1544	2.1260e+02	1.1400e+01	18.9430	0.0582	1.0937							
086.3334815912422	+09.0456440106777	086.33349601262	0.8104	+09.04563223491	0.7531	3336092619986074368	-0.4424	0.9060	3.308	1.873	-2.735	1.900	0	2.2418e+02	1.8670e+00	19.8119	0.0090	7.9578e+01	2.3605e+01	20.5994	0.3221	3.2529e+02	1.0835e+01	18.4812	0.0362	2.1182							
086.3673911330771	+09.0475372167238	086.36738505300	0.4867	+09.04753330223	0.4427	3336092585626336896	0.2339	0.5967	-1.395	1.337	-0.909	1.354	0	2.2645e+02	1.5112e+00	19.8009	0.0072	8.5236e+01	8.7811e+00	20.5248	0.1119	2.5920e+02	1.1243e+01	18.7278	0.0471	1.7970							
086.3398542344549	+09.0477331004205	086.33984196797	0.7388	+09.04773497862	0.6686	3336092624281932160	1.1809	0.9299	-2.814	2.070	0.436	2.058	0	1.2187e+02	1.1459e+00	20.4736	0.0102	5.4596e+01	7.8038e+00	21.0085	0.1552	1.6760e+02	1.0444e+01	19.2013	0.0677	1.8072							
086.3495794089343	+09.0612861162068	086.34973518360	0.4573	+09.06125791506	0.4172	3336092658640361472	2.2352	0.5394	35.728	1.202	-6.550	1.212	0	2.4648e+02	1.3256e+00	19.7089	0.0058	8.4701e+01	1.2159e+01	20.5317	0.1559	4.3843e+02	8.2176e+00	18.1572	0.0204	2.3745							
086.3587868875446	+09.0394133612038	086.35877949577	0.6250	+09.03943872178	0.5701	3336092555562452608	1.4605	0.7851	-1.695	1.663	5.890	1.665	0	1.3712e+02	1.1715e+00	20.3456	0.0093	9.3986e+01	9.3273e+00	20.4187	0.1077	1.5972e+02	1.2121e+01	19.2535	0.0824	1.1652							
086.3564089323247	+09.0559191286044	086.35639238242	0.7989	+09.05591663978	0.7272	3336092658641662976	0.6339	0.9823	-3.796	2.224	-0.578	2.205	0	1.1149e+02	1.1647e+00	20.5702	0.0113	6.2584e+01	5.4536e+00	20.8602	0.0946	1.9636e+02	1.6896e+01	19.0293	0.0934	1.8310							
086.3572386983806	+09.0316896432599	086.35723746101	0.5039	+09.03168410008	0.4594	3336092555561151616	-0.0088	0.5862	-0.284	1.225	-1.287	1.138	0	1.9764e+02	1.3339e+00	19.9487	0.0073	8.4071e+01	9.0908e+00	20.5398	0.1174	2.4854e+02	1.1109e+01	18.7734	0.0485	1.7663							
086.3609908315762	+09.0548953834201	086.36099877010	0.9592	+09.05489532611	0.8831	3336092658641661952	1.8912	1.1130	1.821	2.525	-0.013	2.532	0	1.2397e+02	1.1853e+00	20.4551	0.0104	1.3048e+02	3.8092e+00	20.0625	0.0317	1.9879e+02	1.0164e+01	19.0159	0.0555	1.0466							
086.3595422879811	+09.0380417304002	086.35954228798	10.1089	+09.03804173040	5.9185	3336092555562452864							0	6.6454e+01	1.5899e+00	21.1321	0.0260																
086.3463238820356	+09.0449857834810	086.34632927473	0.4808	+09.04496849631	0.4339	3336092619988908800	0.8647	0.5839	1.237	1.293	-4.015	1.314	0	2.1533e+02	1.2665e+00	19.8556	0.0064	1.9236e+02	3.4917e+01	19.6411	0.1971	2.9309e+02	8.3852e+00	18.5944	0.0311	1.0467							
086.3554062095054	+09.0497558911654	086.35543856309	0.4281	+09.04971129281	0.3945	3336092654345815040	0.9304	0.4898	7.421	1.059	-10.358	1.079	0	3.2217e+02	1.7930e+00	19.4182	0.0060	1.1553e+02	1.1250e+01	20.1946	0.1057	4.6220e+02	1.0570e+01	18.0999	0.0248	2.0948							
086.3734240016215	+09.0775034334997	086.37339884810	0.7535	+09.07750635834	0.7012	3336092796080605696	-0.3859	0.9493	-5.769	1.988	0.679	1.977	0	1.2233e+02	1.3103e+00	20.4695	0.0116	5.2882e+01	1.0887e+01	21.0431	0.2235	2.1199e+02	6.3091e+00	18.9461	0.0323	2.0970							
086.3721414141008	+09.0788844079415	086.37214996279	0.4261	+09.07887219344	0.3923	3336092796079303552	-0.3622	0.5493	1.961	1.119	-2.837	1.143	0	2.1837e+02	1.1605e+00	19.8404	0.0058	9.2238e+01	1.0076e+01	20.4391	0.1186	3.3849e+02	5.3983e+00	18.4381	0.0173	2.0011							
086.3711857432834	+09.0779595517528	086.37118574328	2.3997	+09.07795955175	2.4968	3336092796081136256							0	9.2674e+01	1.7588e+00	20.7710	0.0206	6.6052e+01	2.3884e+01	20.8017	0.3926	1.8253e+02	8.6523e+00	19.1086	0.0515	1.6931							
086.3571301599398	+09.0630788342279	086.35712728733	0.3688	+09.06307676627	0.3400	3336092761719574656	0.2969	0.4556	-0.659	0.960	-0.480	0.981	0	2.9919e+02	1.5926e+00	19.4985	0.0058	1.2018e+02	1.1751e+01	20.1518	0.1062	4.1550e+02	9.9692e+00	18.2155	0.0261	1.9364							
086.3669092775493	+09.0602046492877	086.36690927755	2.1704	+09.06020464929	5.2119	3336092761721388416							0	1.0877e+02	1.6673e+00	20.5971	0.0166	8.9268e+01	8.9932e+00	20.4746	0.1094	1.8855e+02	2.5899e+01	19.0733	0.1491	1.4013							
086.3685454886975	+09.0772965780725	086.36854548870	13.0118	+09.07729657807	11.6159	3336092796080607232							0	8.1706e+01	2.1369e+00	20.9077	0.0284	8.6703e+01	2.2546e+01	20.5063	0.2823	2.3895e+02	3.7035e+01	18.8161	0.1683	1.6902							
086.3720301570381	+09.0668601263800	086.37203166247	1.0757	+09.06683229887	0.9286	3336092761720870784	-0.1406	1.2831	0.345	3.304	-6.463	2.855	0	9.4632e+01	1.2709e+00	20.7483	0.0146	5.2798e+01	1.1367e+01	21.0448	0.2337	1.5141e+02	1.1616e+01	19.3115	0.0833	1.7333							
086.3700757603920	+09.0777226714090	086.37008197188	0.9760	+09.07771213045	0.9021	3336092796080606336	0.9476	1.2527	1.425	2.643	-2.448	2.651	0	9.5732e+01	1.0053e+00	20.7357	0.0114	7.3574e+01	1.6961e+01	20.6846	0.2503	1.8612e+02	9.2144e+00	19.0874	0.0538	1.5971							
086.3687056259904	+09.0705503592860	086.36872720984	0.5555	+09.07052283934	0.5048	3336092796079309440	-0.2659	0.7264	4.950	1.511	-6.392	1.524	0	1.5602e+02	1.1791e+00	20.2054	0.0082	8.1362e+01	8.9624e+00	20.5753	0.1196	2.5200e+02	9.9977e+00	18.7584	0.0431	1.8169							
086.3665540046209	+09.0549862902442	086.36655561196	0.4201	+09.05499337483	0.3897	3336092688705557120	0.8880	0.4772	0.369	1.075	1.645	1.080	0	3.1132e+02	1.5930e+00	19.4553	0.0056	1.0833e+02	1.2658e+01	20.2646	0.1269	4.0646e+02	1.1951e+01	18.2394	0.0319	2.0252							
086.3739864058032	+09.0603059269386	086.37399081037	0.2435	+09.06030546271	0.2276	3336092688705559552	0.5653	0.2932	1.010	0.533	-0.108	0.471	0	5.8169e+02	1.6760e+00	18.7766	0.0031	1.9361e+02	1.3231e+01	19.6341	0.0742	6.9115e+02	1.0887e+01	17.6630	0.0171	1.9711							
086.3461529325161	+09.0613603425893	086.34615592042	0.5480	+09.06135042187	0.5008	3336092860504289280	1.4407	0.6544	0.685	1.438	-2.304	1.456	0	2.1202e+02	1.4695e+00	19.8724	0.0075	1.2812e+02	1.2765e+01	20.0824	0.1082	3.7946e+02	9.2215e+00	18.3140	0.0264	1.7684							
086.3431875868996	+09.0700823016129	086.34319725920	0.0398	+09.07007010128	0.0379	3336092864798790144	2.4029	0.0497	2.218	0.079	-2.834	0.065	0	3.8639e+06	5.7270e+03	9.2208	0.0016	1.3533e+06	4.6273e+03	10.0229	0.0037	3.6800e+06	1.5407e+04	8.3473	0.0045	1.6756			4204.94	0.9673	0.4790	11.77	38.997
086.3304086835077	+09.0562581199594	086.33042143676	0.1563	+09.05624361402	0.1319	3336092830441451008	2.1475	0.1652	2.925	0.377	-3.369	0.325	0	2.1514e+03	4.4987e+00	17.3566	0.0023	2.5429e+02	9.2565e+00	19.3380	0.0395	3.2726e+03	2.1935e+01	15.9747	0.0073	3.3634							
086.3290113699371	+09.0482774609681	086.32901672357	0.1706	+09.04827656707	0.1566	3336092826144506112	0.5497	0.1956	1.228	0.358	-0.208	0.294	0	8.9373e+02	2.0106e+00	18.3103	0.0024	3.4690e+02	1.1233e+01	19.0009	0.0352	8.8397e+02	9.2503e+00	17.3958	0.0114	1.6050							
086.3351224741042	+09.0527245662651	086.33511550513	0.7640	+09.05272749184	0.6760	3336092830440361984	-0.2133	0.9582	-1.598	2.241	0.679	1.954	0	1.2886e+02	1.0738e+00	20.4131	0.0090	7.8893e+01	1.1085e+01	20.6088	0.1526	1.8313e+02	1.0370e+01	19.1050	0.0615	1.5038							
086.3338200804190	+09.0581398859788	086.33382014052	1.2024	+09.05810013625	1.1608	3336092830440361344	-2.6099	1.6674	0.014	2.560	-9.232	3.467	0	9.6957e+01	1.3783e+00	20.7219	0.0154	6.0999e+01	9.7114e+00	20.8881	0.1729	1.3894e+02	1.3824e+01	19.4048	0.1080	1.4833							
086.3275367513080	+09.0644575623274	086.32754571685	0.7005	+09.06445566900	0.6245	3336092899159837824	0.8004	0.8418	2.056	2.004	-0.440	1.758	0	1.6283e+02	1.1763e+00	20.1590	0.0078	5.3231e+01	1.1591e+01	21.0360	0.2364	2.0721e+02	5.1279e+00	18.9709	0.0269	2.0651							
086.3402279830673	+09.0603990650015	086.34023353953	0.1379	+09.06038091028	0.1256	3336092860504277632	0.3476	0.1636	1.274	0.304	-4.217	0.273	0	1.6565e+03	2.7326e+00	17.6404	0.0018	5.0415e+02	9.6992e+00	18.5950	0.0209	1.9634e+03	7.8685e+00	16.5294	0.0044	2.0656							
086.3374151261887	+09.0719390397027	086.33741620225	0.6109	+09.07194373284	0.5556	3336092929224795392	1.6170	0.7302	0.247	1.615	1.090	1.625	0	1.9390e+02	1.5272e+00	19.9694	0.0086	3.2345e+02	1.9332e+01	19.0769	0.0649	5.9792e+02	3.1144e+01	17.8203	0.0566	1.2566							
086.3412659781053	+09.0740193791824	086.34127877722	0.8160	+09.07399154157	0.7459	3336092860505318784	-2.1895	0.9760	2.935	2.226	-6.466	2.223	0	1.3150e+02	1.2710e+00	20.3910	0.0105	2.3674e+02	2.9632e+01	19.4157	0.1359	3.9939e+02	7.7864e+00	18.2584	0.0212	1.1573							
086.3287216753390	+09.0714896717371	086.32873783885	0.4457	+09.07149392977	0.4088	3336092929223752448	0.9423	0.5261	3.707	1.165	0.989	1.167	0	2.3559e+02	1.6925e+00	19.7580	0.0078	7.1206e+01	1.5503e+01	20.7201	0.2364	3.2217e+02	7.9091e+00	18.4917	0.0267	2.2284							
086.3185510188371	+09.0577646959467	086.31855101884	11.5030	+09.05776469595	11.2141	3336092899159841792							0	9.7361e+01	1.1451e+00	20.7174	0.0128	2.7155e+01	7.0015e+00	21.7668	0.2799	1.4115e+02	8.4485e+00	19.3877	0.0650	2.3791							
086.3401761663644	+09.0565312941266	086.34018426987	0.3547	+09.05653444897	0.3275	3336092860504285184	0.6084	0.4133	1.859	0.909	0.733	0.921	0	3.6129e+02	1.5869e+00	19.2937	0.0048	1.5939e+02	9.7042e+00	19.8452	0.0661	4.2765e+02	1.1814e+01	18.1842	0.0300	1.6610							
086.3328480424097	+09.0548741666169	086.33285260837	0.3306	+09.05485060764	0.3041	3336092826144510208	0.0536	0.3825	1.047	0.836	-5.472	0.847	0	3.6467e+02	1.7601e+00	19.2836	0.0052	1.0576e+02	1.2936e+01	20.2906	0.1328	4.7319e+02	5.5885e+00	18.0743	0.0128	2.2163							
086.3211807515792	+09.0584118049678	086.32120013815	0.5146	+09.05836610292	0.4668	3336092894863988480	0.3184	0.5933	4.447	1.272	-10.615	1.204	0	1.9253e+02	1.2805e+00	19.9771	0.0072	6.6281e+01	1.0871e+01	20.7979	0.1781	2.0918e+02	7.0726e+00	18.9606	0.0367	1.8373							
086.3346693256993	+09.0832787561423	086.33468577149	0.0551	+09.08327735020	0.0498	3336093032302969216	1.5205	0.0625	3.772	0.113	-0.327	0.091	0	1.1034e+04	1.3942e+01	15.5815	0.0014	2.9093e+03	1.4436e+01	16.6919	0.0054	1.2877e+04	3.9659e+01	14.4873	0.0033	2.2046			4135.55	2.7150	1.3997	1.05	0.289
086.3527788369478	+09.0657485737978	086.35276571296	0.7069	+09.06575841044	0.6328	3336092963584534016	0.0894	0.8726	-3.010	1.987	2.285	1.966	0	1.3271e+02	1.2644e+00	20.3811	0.0103	1.2488e+02	1.5663e+01	20.1101	0.1362	3.3728e+02	8.5715e+00	18.4419	0.0276	1.6682							
086.3612440876083	+09.0750545010280	086.36124408761	2.2570	+09.07505450103	5.3746	3336092963584534144							0	7.2702e+01	1.5134e+00	21.0345	0.0226																
086.3487996842072	+09.0888229821106	086.34879968421	3.2853	+09.08882298211	3.1993	3336093070958515968							0	9.5962e+01	1.6474e+00	20.7331	0.0186	1.9208e+02	9.8217e+01	19.6427	0.5552	2.2999e+02	6.7172e+00	18.8576	0.0317	0.7850							
086.3524304878959	+09.0997460423996	086.35243503775	0.0681	+09.09974174288	0.0620	3336093070959612288	0.3051	0.0803	1.043	0.143	-0.999	0.126	0	4.1313e+03	3.7542e+00	16.6482	0.0010	1.4486e+03	1.7519e+01	17.4490	0.0131	4.1631e+03	1.0452e+01	15.7134	0.0027	1.7356			4171.39				
086.3572434530262	+09.0933956215118	086.35724135740	1.4391	+09.09338303411	1.4352	3336093070958512512	1.4106	1.4333	-0.481	3.192	-2.924	2.944	0	9.3454e+01	1.2644e+00	20.7619	0.0147	7.5126e+01	1.9766e+01	20.6619	0.2857	1.7865e+02	6.5321e+00	19.1319	0.0397	1.5300							
086.3544965850951	+09.0938039661619	086.35451674099	1.5712	+09.09377268079	1.4868	3336093070958512896	1.9229	1.5793	4.623	3.356	-7.266	3.209	0	1.0126e+02	1.1944e+00	20.6748	0.0128	8.7639e+01	2.2832e+01	20.4946	0.2829	1.9138e+02	1.1332e+01	19.0572	0.0643	1.4375							
086.2704533320083	+09.0539334266115	086.27045285732	0.0997	+09.05391554953	0.0903	3336093204101631744	1.2332	0.1443	-0.109	0.218	-4.152	0.235	0	2.7827e+03	5.4006e+00	17.0772	0.0021	9.2328e+02	1.4747e+01	17.9381	0.0173	2.7379e+03	1.0909e+01	16.1684	0.0043	1.7697							
086.2657391989913	+09.0312900858536	086.26574968158	0.5440	+09.03127146725	0.5005	3336093101022404352	-0.7162	0.6281	2.404	1.329	-4.324	1.367	0	2.2731e+02	1.3947e+00	19.7968	0.0067	8.7907e+01	1.0749e+01	20.4913	0.1328	2.4378e+02	1.4744e+01	18.7944	0.0657	1.6969							
086.2589258711403	+09.0329223481251	086.25891243877	0.3224	+09.03288968950	0.3004	3336093101022405376	0.0894	0.3701	-3.081	0.796	-7.585	0.831	0	3.8921e+02	1.5577e+00	19.2129	0.0043	1.0490e+02	1.7413e+01	20.2995	0.1802	4.6302e+02	1.5446e+01	18.0979	0.0362	2.2016							
086.2623795721736	+09.0586643676023	086.26237875693	0.0991	+09.05864430322	0.0890	3336093204101634176	0.6733	0.1198	-0.187	0.233	-4.660	0.220	0	2.6905e+03	3.1537e+00	17.1138	0.0013	8.6753e+02	1.1227e+01	18.0057	0.0141	2.7977e+03	1.3589e+01	16.1449	0.0053	1.8608							
086.2854795911295	+09.0792822625205	086.28548154672	0.3298	+09.07925975247	0.3073	3336093341540594304	0.5309	0.3792	0.449	0.789	-5.228	0.833	0	4.2632e+02	1.7625e+00	19.1140	0.0045	1.3053e+02	2.5853e+01	20.0621	0.2150	4.8628e+02	5.8061e+00	18.0447	0.0130	2.0174							
086.2739157202681	+09.0638382108357	086.27395403357	0.1063	+09.06385078772	0.0952	3336093307180851328	1.8355	0.1209	8.787	0.224	2.921	0.207	0	2.6963e+03	4.2186e+00	17.1114	0.0017	6.8692e+02	1.0724e+01	18.2591	0.0170	3.0976e+03	1.5808e+01	16.0343	0.0055	2.2248							
086.2782404778961	+09.0643477404370	086.27824235123	0.3864	+09.06434190437	0.3585	3336093307180851200	0.7782	0.5605	0.430	0.874	-1.355	1.052	0	3.7021e+02	2.7857e+00	19.2672	0.0082	1.4144e+02	3.8084e+00	19.9749	0.0292	4.4804e+02	1.6151e+01	18.1336	0.0391	1.8413							
086.2990668791338	+09.0644388413791	086.29907407548	0.2107	+09.06442108042	0.1877	3336093272821113344	0.5141	0.2336	1.651	0.466	-4.125	0.438	0	7.9703e+02	2.3428e+00	18.4347	0.0032	2.1341e+02	7.4234e+00	19.5284	0.0378	8.6970e+02	1.0215e+01	17.4135	0.0128	2.1149							
086.2892676784052	+09.0525550419042	086.28929628646	1.5606	+09.05252941090	1.5147	3336093242757235328	1.0219	1.4034	6.562	3.284	-5.953	3.076	0	9.6953e+01	1.1629e+00	20.7220	0.0130	7.8351e+01	1.3600e+01	20.6163	0.1885	1.3018e+02	7.2204e+00	19.4755	0.0602	1.1407							
086.2838825748335	+09.0595809734624	086.28385705910	0.4669	+09.05959024373	0.4239	3336093238461372800	0.2401	0.5530	-5.852	1.229	2.153	1.276	0	2.3159e+02	1.5786e+00	19.7766	0.0074	5.7084e+01	9.9403e+00	20.9601	0.1891	2.9919e+02	6.5736e+00	18.5721	0.0239	2.3880							
086.2775376302149	+09.0693179720980	086.27755548765	0.7356	+09.06927005850	0.6688	3336093311476709888	0.4456	0.9092	4.096	1.988	-11.128	2.051	0	1.2597e+02	1.1902e+00	20.4377	0.0103	2.4401e+01	3.3286e+00	21.8829	0.1481	2.0325e+02	6.5008e+00	18.9918	0.0347	2.8910							
086.2766593949971	+09.0686297353710	086.27667413221	0.7244	+09.06860682461	0.6556	3336093311476710400	0.0132	0.8918	3.380	1.945	-5.321	2.002	0	1.2520e+02	1.1993e+00	20.4443	0.0104	4.5006e+01	1.0559e+01	21.2182	0.2547	1.8118e+02	8.6129e+00	19.1167	0.0516	2.1016							
086.3039202738565	+09.0647210474936	086.30394694727	0.9117	+09.06470297669	0.9486	3336093277116965504	-2.6306	1.3501	6.118	2.120	-4.197	2.447	0	1.1621e+02	1.2950e+00	20.5253	0.0121	6.6626e+01	2.3279e+01	20.7923	0.3794	1.1882e+02	1.6912e+01	19.5747	0.1545	1.2176							
086.2921950807593	+09.0708839064224	086.29219367872	0.6896	+09.07087473667	0.6295	3336093345836443648	0.5240	0.8003	-0.322	1.809	-2.130	1.860	0	1.3581e+02	1.2944e+00	20.3561	0.0103	6.1807e+01	1.4081e+01	20.8738	0.2474	1.6316e+02	1.1792e+01	19.2304	0.0785	1.6434							
086.2929891335534	+09.0682899495327	086.29298913355	3.6119	+09.06828994953	3.4805	3336093277116967424							0	8.1604e+01	1.3904e+00	20.9091	0.0185	3.4628e+01	2.9612e+00	21.5028	0.0928	1.2399e+02	1.3468e+01	19.5284	0.1179	1.9744							
086.2898421301113	+09.0703029840384	086.28984213011	2.2160	+09.07030298404	2.0918	3336093345836444416							0	8.8410e+01	1.3031e+00	20.8221	0.0160	7.5718e+01	1.5695e+01	20.6534	0.2251	1.0602e+02	1.3968e+01	19.6985	0.1430	0.9549							
086.2824348003661	+09.0545161837206	086.28243179129	0.3109	+09.05451200335	0.2873	3336093238461370368	-0.0411	0.3471	-0.690	0.798	-0.971	0.822	0	4.0306e+02	2.1074e+00	19.1749	0.0057	1.3185e+02	1.3749e+01	20.0512	0.1132	4.6758e+02	8.2421e+00	18.0873	0.0191	1.9639							
086.2702467505228	+09.0688366224302	086.27024859958	0.0349	+09.06882195072	0.0315	3336093311477792896	0.8093	0.0395	0.424	0.071	-3.408	0.064	0	1.9546e+04	1.3559e+01	14.9607	0.0008	8.1231e+03	1.3919e+01	15.5771	0.0019	1.6912e+04	4.6181e+01	14.1915	0.0030	1.3856			4931.88	2.5250	1.2855	1.57	1.322
086.2914296939166	+09.0710867008404	086.29144318996	0.4220	+09.07108013231	0.3861	3336093345837529088	1.0953	0.4351	3.095	1.061	-1.526	1.075	0	3.2377e+02	1.3928e+00	19.4128	0.0047	1.0860e+02	1.3209e+01	20.2618	0.1321	3.4878e+02	7.7110e+00	18.4055	0.0240	1.8563							
086.2850193032101	+09.0570586512850	086.28502401722	0.2264	+09.05703461168	0.2015	3336093238461371520	0.9585	0.2591	1.081	0.522	-5.583	0.498	0	6.4885e+02	1.8958e+00	18.6580	0.0032	1.5620e+02	1.2365e+01	19.8672	0.0859	7.5127e+02	6.9278e+00	17.5724	0.0100	2.2948							
086.2991889945024	+09.0603479078940	086.29918899450	1.0731	+09.06034790789	0.9399	3336093272821111680							0	3.6590e+02	1.4357e+00	19.2800	0.0043	1.6001e+02	1.5816e+01	19.8410	0.1073	4.0497e+02	9.1059e+00	18.2434	0.0244	1.5976							
086.2608163867856	+09.0638580483681	086.26081565752	0.0415	+09.06388445858	0.0368	3336093410259693184	1.1335	0.0479	-0.167	0.089	6.134	0.083	0	2.6095e+05	1.0924e+02	12.1470	0.0005	7.3809e+04	2.5505e+02	13.1811	0.0038	2.7842e+05	3.6135e+02	11.1502	0.0014	2.0310	-8.13	0.43	4238.19	1.7210	0.8497	6.32	11.626
086.2762939482538	+09.0777731992168	086.27632953086	0.5047	+09.07774575083	0.4625	3336093551993571840	-1.4009	0.6198	8.161	1.289	-6.375	1.366	0	1.9664e+02	1.9696e+00	19.9542	0.0109	6.7416e+01	9.4881e+00	20.7795	0.1528	2.8571e+02	8.9935e+00	18.6221	0.0342	2.1574							
086.2731528611986	+09.0869225191807	086.27316092752	0.2553	+09.08690427275	0.2207	3336093547699539072	0.8301	0.2329	1.850	0.550	-4.238	0.495	0	7.6048e+02	2.3417e+00	18.4857	0.0033	2.0677e+02	7.7465e+00	19.5626	0.0407	8.5064e+02	1.1082e+01	17.4376	0.0141	2.1251							
086.2674705227397	+09.0784323750983	086.26747918497	0.5974	+09.07842354859	0.5338	3336093513343751680	-0.4106	0.7220	1.987	1.609	-2.050	1.646	0	1.5350e+02	1.4809e+00	20.2231	0.0105	5.5568e+01	7.0344e+00	20.9893	0.1374	2.0842e+02	1.2984e+01	18.9646	0.0676	2.0247							
086.2682378168988	+09.0873828934380	086.26823939645	0.9441	+09.08738327762	0.8087	3336093620713046656	1.1210	0.8513	0.362	2.630	0.089	2.524	0	1.3086e+02	1.4728e+00	20.3963	0.0122	3.8948e+01	5.3453e+00	21.3752	0.1490	1.5149e+02	6.3326e+00	19.3110	0.0454	2.0642							
086.2670895909712	+09.0812565177498	086.26709986807	0.0485	+09.08124348484	0.0421	3336093513339795200	2.4793	0.0524	2.357	0.099	-3.027	0.088	0	1.4949e+04	6.6928e+01	15.2518	0.0049	3.2588e+03	6.0482e+01	16.5688	0.0202	1.8432e+04	2.2207e+02	14.0980	0.0131	2.4708			4114.01				
086.2627605616686	+09.0796187080008	086.26276736869	0.0645	+09.07961899518	0.0561	3336093513339792640	0.3405	0.0701	1.561	0.137	0.067	0.125	0	4.6411e+03	5.1366e+00	16.5218	0.0012	1.4785e+03	1.1394e+01	17.4268	0.0084	4.7441e+03	1.0703e+01	15.5715	0.0024	1.8553			4044.43	2.4300	1.2163		
086.2750314523517	+09.0932803983894	086.27502743341	0.9471	+09.09327086126	0.8850	3336093620714348800	0.9690	1.0931	-0.922	2.338	-2.215	2.399	0	1.0271e+02	1.2133e+00	20.6593	0.0128	6.7843e+01	2.6412e+01	20.7726	0.4227	1.7367e+02	1.3207e+01	19.1626	0.0826	1.6100							
086.3044563185629	+09.0770405362295	086.30446282150	0.2134	+09.07702195769	0.1931	3336093650778238976	0.4000	0.2484	1.491	0.480	-4.315	0.461	0	7.1304e+02	2.0312e+00	18.5556	0.0031	2.2699e+02	1.1733e+01	19.4614	0.0561	7.9247e+02	1.1153e+01	17.5145	0.0153	1.9469							
086.3176040107059	+09.0776481167841	086.31761253126	0.5885	+09.07761113528	0.5353	3336093685137977472	1.7903	0.6974	1.954	1.501	-8.589	1.535	0	2.0443e+02	1.1993e+00	19.9120	0.0064	6.7515e+01	1.3299e+01	20.7779	0.2139	3.5276e+02	5.5726e+00	18.3932	0.0172	2.3847							
086.3219319485701	+09.0775058809724	086.32193300578	0.4608	+09.07748424812	0.4171	3336093685137977728	0.2025	0.5177	0.242	1.170	-5.024	1.086	0	3.5194e+02	1.8075e+00	19.3222	0.0056	1.0034e+02	1.2997e+01	20.3478	0.1406	4.8488e+02	1.3392e+01	18.0478	0.0300	2.2999							
086.2919863798020	+09.0794158393007	086.29198606985	0.6214	+09.07941127275	0.5809	3336093719497716480	2.1286	0.9673	-0.071	1.428	-1.061	1.752	0	1.8657e+02	1.5619e+00	20.0113	0.0091	4.0557e+01	7.8198e+00	21.3312	0.2093	2.5642e+02	5.3452e+00	18.7395	0.0226	2.5917							
